Name,color_wine,Price,ml,Rating,RatingNum,Country,ABV,img
Domaine Dirler-Cade Cremant d'Alsace Brut Nature Rose 2018,Sparkling & Champagne,27.99,750,0,0,Sparkling Rosé from Alsace / France,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSul2R6B3YGxlSE5wh3_ZF37AU4JCpgaNEeWU2HseRS3pqS8wSBNH_byz-1_g&s
Domaine du Haut Bourg Origine Muscadet Cotes de Grandlieu Sur Lie 2013,White Wine,27.99,750,0,0,Melon de Bourgogne from Pays Nantais / Loire / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVdcr1NF_dv9DqsxhDL_IwBU_DOn2d8MB4OL44zuIi9DUGcOGYR3bHdmTmlA&s
Domaine Jean-Claude Lapalu Beaujolais Villages Vieilles Vignes 2021,Red Wine,27.99,750,0,0,Gamay from Beaujolais / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRgU6oyXcAtzQIkKHmd81to36XuuZWhENSOiUdvWnTe2pfjGyBI3zLG7ZK-Q&s
Domaine Julien Sunier Beaujolais-Villages Wild Soul 2021,Red Wine,27.99,750,0,0,Gamay from Beaujolais / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6pZUh12hE6ItcfWS8LuCOS-r1intENeWdjV2NQTvYRSmaA3BU40Nhwo9YThg&s
Domaine LeSeurre Barrel Select Chardonnay 2019,White Wine,27.99,750,0,0,Chardonnay from Finger Lakes / New York / Other U.S.,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzw5zI9sV9YeWeiLBGFkVTxbogjj0iwqoGTrQe2bDHP2fpbDcw5a-6E4TVLOo&s
Domaine Rolet Arbois Chardonnay 2018,White Wine,27.99,750,3.9,16,Chardonnay from Jura / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQghsKKnUMDuOz5MF-RM2yuSp2P7ldMdzIX6dT9oqH8n9yQIpV9SaxIJM28Lw&s
Domaine Vincent Dampt Chablis 2021,White Wine,27.99,750,0,0,Chardonnay from Chablis / Burgundy / France,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHDKSLu6N5iqID1WLsk9iPxUYHQYxwi8SLM3uDarxA_VC5xDUqGVwLUDLX2g&s
Domaines Ott BY.OTT Rose 2021,Pink and Rosé,27.99,750,4.4,10,Rosé from Cotes de Provence / Provence / South of France / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq9sF9SndnX5fGeVQFuSTUsaQKXCLNERHEs3socCBOhWYYZl1GGdF-pUI8Ag&s
Dona Maria Amantis Reserva Tinto 2016,Red Wine,27.99,750,0,0,Other Red Blends from Alentejo / Portugal,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlhaNLaxp5J9DD8X4gbxehLJh43lso2UG0NlaYuS15iImGa9S4gRFfvdxBs_o&s
Duckhorn Sauvignon Blanc 2021,White Wine,27.99,750,4.2,35,Sauvignon Blanc from North Coast / California,14.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoOBwCCjJ6H8OrsDvYIddLx82tPTqLwAGTzG6uFBpb7p-m5MsstNgePC9aVQ&s
Edaphos Madhaven Vineyard Barbera 2017,Red Wine,27.99,750,0,0,Barbera from Moon Mountain District / Sonoma Valley / Sonoma County / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTp6vWkvo6pP4SQwEM9yNRN1LN5a-L9u0OqN76NXAlujYekDIeJjO6Y2MnOxQ&s
Eden Rift Valliant Pinot Noir 2018,Red Wine,27.99,750,4.1,71,Pinot Noir from Central Coast / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoZCHHkEUq_M0LbwoebcdO-SSE7Yt0IZIm7U-_UvHj1Et5sEhjgUfEO06iY6s&s
Eighty Four Albarino 2017,White Wine,27.99,750,3.8,41,Albarino from Carneros / California,13.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0xCuqYYOJyM2PA8j066NFtV2jzQ9axAX7RNquRok0Ss-uE00A5Nos28GsfNw&s
El Enemigo Malbec 2018,Red Wine,27.99,750,4.2,27,Malbec from Mendoza / Argentina,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTquxhdx9xju3Vn3_noms0MR4rvmc-52-Y4VeYend3JPXLN7Atie0UJJhV-Ylk&s
Elderton Golden Semillon (375ML half-bottle) 2019,Screw Cap,27.99,375,0,0,Other Dessert from Barossa Valley / Barossa / South Australia / Australia,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCSdSRbEr6Ly-tqv431jPsI9awY9KFzOol8vh2SgdZJzCOLOZooB9misvfyQ&s
Elderton Barossa Valley Estate Cabernet Sauvignon 2019,Red Wine,27.99,750,0,0,Cabernet Sauvignon from Barossa Valley / Barossa / South Australia / Australia,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOIAwxzkyOTiyLLvBP-RwO5rzcphgWZ2P2QNgApYad3Tnbvu_4B0Nt8En23Q&s
Emilio Moro El Zarzal 2019,White Wine,27.99,750,3.8,6,Godello from Bierzo / Spain,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeiRXwX-SVoWh_jDfPqXOmGQmxmsmP8e9wr6b0urFbXMB9_NOQbE2Bpc9wwmM&s
Erbhof Unterganzner St. Magdalener 2020,Red Wine,27.99,750,0,0,Other Red Wine from Trentino-Alto Adige / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf7pBjvc_Dquy-K4KIVHLT7-chbB53Pmb1MAatJNHvGRCZ_vIzM1FDd1N03Q&s
Estancia Reserve Meritage Red 2019,Red Wine,27.99,750,3.5,5,Bordeaux Red Blends from Paso Robles / Central Coast / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVvfpgfKpu5qT2QRUHRXW5WOK2TRMhiavvKyT0C4b-B5-GQmy8HMUmQb2K84c&s
Famille Dutraive Beaujolais-Villages Lantignie 2021,Red Wine,27.99,750,0,0,Gamay from Beaujolais / Burgundy / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0kGaHsURRJaPX5ftGAjOaIlFfvtZWuVDrD2Ezyvd8vbOt0YGNtZyWrJY_-Gk&s
Fattoria di Basciano Chianti Rufina Riserva 2016,Red Wine,27.99,750,0,0,Sangiovese from Chianti / Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR251rWk7OMYrs6LG3VaV4m_wyH5rqSytp3YOpIiLD8D3fYjJpia1JHpde9UA&s
Fattoria Dianella Chianti Riserva 2016,Red Wine,27.99,750,0,0,Tuscan Blends from Chianti / Tuscany / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS595uYFJfu9vZ3WqFqPXr5uHSRQslIAivpBcwaM9WpYY97NLXh_RjjRHXOxw&s
Fattoria La Rivolta Aglianico 2017,Red Wine,27.99,750,3.9,9,Aglianico from Campania / Italy,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9EnV3LwAnrENjKdIElYJtIMvu6p3ixvBbWn4lIwP2gfW-pazg7t9rtAbAPg&s
Firriato Le Sabbie dell'Etna Etna Bianco 2021,White Wine,27.99,750,0,0,Other White Blends from Sicily / Italy,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgvRuq80Mr9KbyUfwpEFVk0ybLPc4yY1uhgFCycru1-QHp8bRQXZunxOpg_GI&s
Forlorn Hope Yount Mill Vineyard Nacre Semillon 2014,White Wine,27.99,750,0,0,Semillon from Napa Valley / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiMOezUTEb2xmYLEMvHKgrv6N88DEV8lI9vR7JFahCNrCOTUtx809ZmwLhK0U&s
Frei Brothers Reserve Cabernet Sauvignon 2020,Red Wine,27.99,750,0,0,Cabernet Sauvignon from Alexander Valley / Sonoma County / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVJFwCkcruETAs_ExG_hBtNa8qTtO5zFhNdjygSbJVrGMKugjOPvi3Se82LQ&s
Gerard Bertrand Orange Gold 2020,White Wine,27.99,750,3.7,41,Other White Blends from Vin de France / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkW1cdZWW2XqQYlvk6XHa4QIqdbfPUVNdsIvjmfkMaDnL6Mar8-07Nq2BZJA&s
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2019,Red Wine,27.99,750,3.9,9,Cabernet Sauvignon from Alexander Valley / Sonoma County / California,14.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyhIUHsRd7NiPdnVzJKDze7LpGCiVwAkIqxIsB0bWeCzRd3MkR6mBsub-cIw&s
Glaetzer Wallace Shiraz /Grenache 2017,Red Wine,27.99,750,3.9,17,Rhone Red Blends from Barossa Valley / Barossa / South Australia / Australia,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNLl6qUPH3is6p_hVmPn1WsC4-9cDb4aBG3Adx_trnA_QkQ_OG0tuflqsavg&s
Goldschmidt Vineyard Stonemason Hill Katherine Cabernet Sauvignon 2021,Red Wine,27.99,750,0,0,Cabernet Sauvignon from Alexander Valley / Sonoma County / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMXmAG7XuhuySZK5xvJx8l8puApm-YFgqNNXLRVJDh6hjxd4DfewkUNBcqZw&s
Granbazan Etiqueta Ambar Albarino 2021,White Wine,27.99,750,0,0,Albarino from Rias Baixas / Spain,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2JlSfZS7LLzJFzaTsxAq4wddvFXBHa3tTLUCkdSx6mKYEdK0z0PA8S8JGKRY&s
Gundlach Bundschu Chardonnay 2019,White Wine,27.99,750,4,16,Chardonnay from Sonoma Coast / Sonoma County / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYz-M9wT7gGB3-u1VPfypXGdByR6dLVD-xnPNRpDXtyVihRLhHrBTlur26nLg&s
Hartford Rose of Pinot Noir 2021,Pink and Rosé,27.99,750,0,0,Rosé from Russian River / Sonoma County / California,12.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8E4APxVxq0uSkuaeqTT_BvjknIJblUKAlLZBjHEu3VxlSqwYsuGHwjUH53g&s
Hartford Court Russian River Chardonnay 2020,White Wine,27.99,750,4.5,24,Chardonnay from Russian River / Sonoma County / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDGgdmFqMu37KsqL4vfPY-I2_AJR0q2dsC1rAjWwBAFFEvNXadww6LAH2j2Q&s
Hexamer Meddersheimer Altenberg Riesling Kabinett 2019,White Wine,27.99,750,0,0,Riesling from Nahe / Germany,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqrmm7YLmQPvTzOhTnhuMqzZe8jvysBHPPmbZVS7slxaseVWvKZwyVzLyi4w&s
High Valley Vineyards Sauvignon Blanc 2021,White Wine,27.99,750,0,0,Sauvignon Blanc from High Valley / Lake County / North Coast / California,13.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpQxiffZQDYvGerPrwKr8vPcE4XNPwQOsooYQ84gfaxluWx6WI1zRmfRz5UQ&s
Huia Pinot Noir 2016,Red Wine,27.99,750,2.5,5,Pinot Noir from Marlborough / New Zealand,13.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQ26DS28_6kLk10WMzGyxAoaQjYJfyY9flsjxJG4-rLDulrlVLMyJsopd-40w&s
J Vineyards California Cuvee,Sparkling & Champagne,27.99,750,4.2,107,Non-Vintage Sparkling Wine from California,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbH-Fnq-8sU6isr8_UXXYgMes6s--4V4iCUwCAoMjiai2qeb7QxRoq3VTLjEU&s
Joel Gott Oregon Pinot Noir 2019,Red Wine,27.99,750,0,0,Pinot Noir from Willamette Valley / Oregon,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP7a9kYgj5otS6S-0fRSajzWU6qBcb2GayQhRlAPqRw4L2g1Dyvwnt0pWKvg&s
Joseph Carr Napa Valley Cabernet Sauvignon 2019,Red Wine,27.99,750,0,0,Cabernet Sauvignon from Napa Valley / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-Uf5hB2MwWdyauRTRQraAKziG-oVlSoO-ucg-eWqeJ1BCz1HM3po3rXrFYw&s
K. Martini & Sohn Pinot Grigio 2021,White Wine,27.99,750,0,0,Pinot Gris /Grigio from Trentino-Alto Adige / Italy,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7g3-CtnMk_FFf8fLrE4HCzUIyw879XGSO_W3Nbtf4oTHUEYudRm8aCLfGDg&s
Keep Yount Mill Vineyard Pinot Meunier 2019,Red Wine,27.99,750,3.4,10,Pinot Meunier from Napa Valley / California,11.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlnGz9mtnTiGSBQ0EU33OAW3uQXA_HMbFQSw76hOnaZX4TanJaosXT3nIwDWg&s
Keep Lost Slough Vineyard Albarino 2017,White Wine,27.99,750,3.6,6,Albarino from Clarksburg / Yolo County / California,12.75,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7Ms23gQ1-c3Pn6eoayt5DppteeldltYL4PWd1otJeTBES8bZ7g49Yz7wi9g&s
Kivelstadt Cellars Father's Watch Red Blend 2018,Red Wine,27.99,750,3.6,7,Rhone Red Blends from North Coast / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4LQLs9eSaSh-CQfJQ6zQDc4GLmfxvgVr-_UKCCVMn4OTzrjN1VviW2N7VhQ&s
Koerner Pinot Gris 2021,White Wine,27.99,750,0,0,Pinot Gris /Grigio from Adelaide Hills / South Australia / Australia,11.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlHorQeADVUgl6K7mOtntNp_02WFCgvA3a-fKk2Ea_tFMDQ936C8YBlk5XL9M&s
Kuentz-Bas Pinot Gris Tradition 2017,White Wine,27.99,750,3.2,8,Pinot Gris /Grigio from Alsace / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwlOx_0J0YzTvLPZ8lyyBw1TM1zPO2iUlJ12Nq2FsWXDTTM0VGfWpOSJxHqwo&s
Kylie Minogue Cotes de Provence Rose 2021,Pink and Rosé,27.99,750,0,0,Rosé from Cotes de Provence / Provence / South of France / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyPL2iz4HWJfuXB0IzaqitS1wIR1AltrjhpZugstXMbWtR8ADhRX6b1ryqvA&s
La Follette Los Primeros Chardonnay 2019,White Wine,27.99,750,0,0,Chardonnay from Sonoma County / California,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlvJS2hcGSwh76nuiQvSvb-CM3rSqQ4r4jxZ94BHdavZUMJ0ai7sFxaRgJ_X4&s
Laffourcade Savennieres 2019,White Wine,27.99,750,0,0,Chenin Blanc from Anjou / Loire / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAD6xJUZi9P0OFS6n8MdjZtfvsOAvIKS7-x4GkjeR1nKGsLlLeAZOqVOvAEKg&s
LaLuca Valdobbiadene Prosecco Superiore,Sparkling & Champagne,27.99,750,0,0,Non-Vintage Sparkling Wine from Prosecco / Italy,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeUYysM5UtbWaL4lO0DZNqhti3TQFDOu7e3ra_4RWzPTF3xpzhHyBaJMVDFg&s
Landmark Overlook Chardonnay 2019,White Wine,27.99,750,3.7,45,Chardonnay from Sonoma County / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTithHjI8YW2WvlqGr8X8NwOahBHqb0J157k0wFOjGJt6hOQwufQNJBH5v_2aI&s
Lapostolle Cuvee Alexandre Merlot 2020,Red Wine,27.99,750,0,0,Merlot from Colchagua Valley / Rapel Valley / Chile,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR20oDkvk7VKOC7fQ-Xl3vqy1B4Q_G6dDW1K-15XY6tbnCZXeC7TXSPfEHI2Xo&s
Leon Beyer Gewurztraminer 2017,White Wine,27.99,750,0,0,Gewurztraminer from Alsace / France,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2WtOLZtOWlKO0KPrY49HEq1UH1kjLfRw9CKd67asg-OvIrfXXKQq5A9cqdA&s
Leon Beyer Pinot Gris 2017,White Wine,27.99,750,0,0,Pinot Gris /Grigio from Alsace / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCGVguj3HYE98hBTar3hwNKeuWcNa9yjz_HAXG3W8bO-anDBGgC3jEE8vKETQ&s
Leon Beyer Pinot Noir 2017,Red Wine,27.99,750,0,0,Pinot Noir from Alsace / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb0xNSho-j-F-q5Kg9m4GEkdZMMZOY4u0DH-Z1GpGeg9h41Z4X8gf9wyvJHI4&s
Leon Beyer Riesling 2019,White Wine,27.99,750,0,0,Riesling from Alsace / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO1FER4zCeGbYcfSXSXZiWt4p63nhCVl8-wd8iXF9iQ-7Ax-KL4CFt21kg-w&s
Les Cretes Petite Arvine 2021,White Wine,27.99,750,4.6,24,Other White Wine from Valle d'Aosta / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9ZIKTAJmZWK8wvF1NNyERy_5dBQOcae2jdKbk8qG7AHgzEf9iIMvu6sWQSy0&s
Livio Felluga Sauvignon Blanc 2020,White Wine,27.99,750,0,0,Sauvignon Blanc from Colli Orientali del Friuli / Friuli-Venezia Giulia / Italy,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHCKfDJC3T8D4X4TBX4vnVkNGb84FH7_ZrG__a3bR4kuRyEeCSvOBK35dL3hI&s
Macanita Tinto 2019,Red Wine,27.99,750,0,0,Other Red Blends from Douro / Portugal,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRD--ucCfs1ymaD9NW4CvmsKalkFuft7HG7-Dz92rQPRxk2_3uStb1XDuOMmg&s
Maison Roche de Bellene Bourgogne Chardonnay Cuvee Reserve 2019,White Wine,27.99,750,0,0,Chardonnay from Burgundy / France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4gEseLoQaFu4BqVc2Jgez32pwfXOhdkGELsZrv2ZhCtEObqzn7hrsXlfoZMg&s
Manincor Reserve della Contessa Bianco 2021,White Wine,27.99,750,0,0,Other White Blends from Alto Adige / Trentino-Alto Adige / Italy,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0qDWs2a5Zrs1cZMS8h5Dcdi3gI-d3F7_j8axkrTQ8GAzbbbUH5xz4Zew-YfQ&s
Markham Chardonnay 2021,White Wine,27.99,750,0,0,Chardonnay from Napa Valley / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSDhiINhc5Iu3vOxudHLaVSdyddWDG0R_t7fqC8-3h77YXwDUQ4TIZoJTAhg&s
Mas de Daumas Gassac Rose Frizant 2021,Sparkling & Champagne,27.99,750,0,0,Sparkling Rosé from Languedoc / South of France / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_1SNpnDq3ZlNUoRT2qjBcuteIPxZSaXBA_Cn3dBOCVmeEiE7eSX-_hmSPkg&s
Matanzas Creek Sonoma County Sauvignon Blanc 2021,White Wine,27.99,750,0,0,Sauvignon Blanc from Sonoma County / California,13.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnoLQze_nES-JJwALMJM6V80ldy3UgCVIGlA9HRTGT1mkUwKaaDaxwD28OVjA&s
Matthieu Barret Black Flag Ardeche 2020,Red Wine,27.99,750,3,5,Syrah /Shiraz from Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBaa056hLnCA8lZi9_sdabQa5Cs_TrI0KiqCwmZ1zPbOFDmggm1TEuhR8HjEw&s
Mauritson Sauvignon Blanc 2020,White Wine,27.99,750,4,14,Sauvignon Blanc from Dry Creek Valley / Sonoma County / California,13.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQONRXd5Y18Z739VsXfayrh8-l-nAJqfVQnI_K7Fw17N_SXIa5oesl8KMpPTUM&s
Mer Soleil Reserve Pinot Noir 2019,Red Wine,27.99,750,0,0,Pinot Noir from Santa Lucia Highlands / Monterey / Central Coast / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIKbdgz_yPcfy53do-Z_oCyqjzzsGSvRT9TraGFep3cea3F3AZkrMno0BLVg&s
Otuwhero Estates OTU Limited Release Sauvignon Blanc 2021,White Wine,27.99,750,0,0,Sauvignon Blanc from Marlborough / New Zealand,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg4JsW8DXc3smNCxG_DSRmjevX4JjejHInEdCXfzBe3V_oqx4mMN1rdQETjcE&s
Owen Roe Abbot's Table 2019,Red Wine,27.99,750,4.2,9,Other Red Blends from Columbia Valley / Washington,14.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM3-4fCBYgIwUloky9Ktvgt3wywty4epFLj9XdWHGQ68wZjke7qWBvcIN1_Kk&s
Paolo Conterno A Mont Langhe Nebbiolo 2019,Red Wine,27.99,750,0,0,Nebbiolo from Piedmont / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwR2coFNmR2C9HLKmRkHELhFRigDZWorcMrVBCUbwhFKOPhreyz2RNLAWoI0Y&s
Paolo Scavino Barbera d'Alba 2021,Red Wine,27.99,750,0,0,Barbera from Alba / Piedmont / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTk2z1ZtvU-S7rQozW-clcJnqGQR1itC6RxVexiXhBbfYWUXfUW-pmvtX60pA&s
Paumanok Chenin Blanc 2020,White Wine,27.99,750,0,0,Chenin Blanc from New York / Other U.S.,11.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP-Iy4UWo3ubeIsPqdO4ZyDmln7WSteB-NYfxOjZbUofeDQeIhwMVv4wGmDg&s
Paumanok Barrel Fermented Chardonnay 2018,White Wine,27.99,750,0,0,Chardonnay from New York / Other U.S.,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRmDJKGL1Bj_7i3JaTvqctUmSsUSwWrj9V7XNAInkZKKuc4iAvBlY3wb2ETvjY&s
Petra Hebo Suvereto Rosso 2020,Red Wine,27.99,750,5,19,Tuscan Blends from Tuscany / Italy,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqn0WI-Qxs71DEE3XpCdco8XD2SJXcRRGOB2AJIKU7hCFYSo5GGmd2EfGDrg&s
Pikes Riesling Traditionale 2019,White Wine,27.99,750,3,11,Riesling from Clare Valley / South Australia / Australia,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRF8pIdtkvwZZmeqvWIPEzRBmpUht6qEbjPY_KZAHXoFzNe6BVOQtk9MU575Q&s
Poli Gran Bassano Vermouth Bianco,0,27.99,750,0,0,Vermouth from Veneto / Italy,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBTBNP43Mh0BVSBtG7R-FuNopMWIFZnhx68Y0UUAEY_G6rWk2B9jtfkpoBCmk&s
Poli Gran Bassano Vermouth Rosso,0,27.99,750,0,0,Vermouth from Veneto / Italy,18,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqB7Kn7vLCFWCb6O3MIGRLvsCYdg1ProtBxd2Xj6DOhv_-k1dU_xbqRj6aTA&s
Ponzi Tavola Pinot Noir 2019,Red Wine,27.99,750,3.9,17,Pinot Noir from Willamette Valley / Oregon,13.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcESs8VatyqZcLMyd1r5Pcx6w38f0LpoKPDUQmiusgO4jCgYfBN49JuKx4WEE&s
Porter Creek Old Vine Carignane 2018,Red Wine,27.99,750,0,0,Carignan from Mendocino / California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTx6tf-qXLrZuMhOl34faHPupk3Ezx-mB_eyy0GOI9vd9aHz6tva14sSz9x0Q&s
Produttori del Barbaresco Langhe Nebbiolo 2020,Red Wine,27.99,750,4.6,7,Nebbiolo from Piedmont / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKt8v9_OGBa2oGXxLtJdMjIxtBNdhZlv8htFymg3hIO5xJHsjGgtxQPACk890&s
Quails' Gate Estate Winery Pinot Noir 2019,Red Wine,27.99,750,3.7,7,Pinot Noir from British Columbia / Canada,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTca4zQ-EuBKn75a1rzaHQa0PZXvoFiqrb1aVVkvEaXF3pQ4t0eIFdAVNn80w&s
Quinta da Romaneira 10 Year Tawny Port,0,27.99,750,3.8,9,Port from Douro / Portugal,19.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6X5Uam1t3Ni-ZkcpY812Cv8Ld-8w-RedtHqqqOzry4nmY5OyZ4SgL9ueMsEo&s
Quivira Dry Creek Valley Zinfandel 2018,Red Wine,27.99,750,0,0,Zinfandel from Dry Creek Valley / Sonoma County / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5X2B4M0NnVTNz7YpdftboL4cP00o7XDRg9d9BlYq49xdMFgRerFMK7XwAf1o&s
Rebholz Pfalz Dry Riesling 2020,White Wine,27.99,750,0,0,Riesling from Pfalz / Germany,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjC5OXgZBKrsyjUARf5Uj3nOh3IAIK-BQwqafAbNPbSGuwLoFbFFqeLBJUuw&s
Ridge Lytton Springs (375ML half-bottle) 2019,Red Wine,27.99,375,0,0,Other Red Blends from Dry Creek Valley / Sonoma County / California,14.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ85_R8m_9DiQlIgJ2vk2PL2fLmoGGcGclpY18hY7Nsu4WiFPg8YcJrH4Eypw&s
Ritual Casablanca Valley Sauvignon Blanc 2019,White Wine,27.99,750,0,0,Sauvignon Blanc from Casablanca Valley / Chile,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQlMywF4MYU-uta9juShaANGB3TPeW8rz0LKsM7j2fq0XWmqhJBZgKkDWvqKCY&s
Rocca delle Macie Rubizzo 2016,Red Wine,27.99,750,3.9,19,Tuscan Blends from Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSybzQiOMG8FzYVxj1ceV64pycnN7N3abp6ovjV1nkoSvle8gLWLAjtgJXN0A&s
Rocca di Montegrossi Chianti Classico 2020,Red Wine,27.99,750,0,0,Sangiovese from Chianti Classico / Chianti / Tuscany / Italy,13.95,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx0sDOzFsFHySGk24pzzBHnZ0W_RJ3s4Vge3k_iM1OMa4EaXI5ZMVkmGnKcw&s
