Name,color_wine,Price,ml,Rating,RatingNum,Country,ABV,img
Baron Herzog Old Vine Zinfandel (OU Kosher) 2020,Red Wine,13.99,750,0,0,Zinfandel from California,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT67mDhq8vv4sHgHqiTb8mFqUQ9tNyyNgrVDWKzZRPAoOo-P2wZQUeYP0LgRlI&s
Barossa Valley Estate GSM 2017,Red Wine,13.99,750,3.9,52,Rhone Red Blends from Barossa Valley / Barossa / South Australia / Australia,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-rG-9I7vFhj0aQvpYwF5vWTKg5gmTl82dU5mflcB_s89y_NFBdWksebcMcMQ&s
Bayten Buitenverwachting Sauvignon Blanc 2021,White Wine,13.99,750,4.6,6,Sauvignon Blanc from Constantia / South Africa,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn32vU6OYsPtwja-_tpIAURNwOwgSOEGBtpcSQA3drr9ERsRAZb22cO7P7cw&s
Berton Vineyards Metal Label Petite Sirah 2017,Red Wine,13.99,750,3.2,6,Petite Sirah from South Australia / Australia,14.69,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJpuPQGn7oTUBSirihYw37la61-uxHKvq87fStjtesS7fTnXosEejQhIPHKg&s
Bila-Haut by Michel Chapoutier Cotes du Roussillon Villages 2020,Red Wine,13.99,750,4.6,30,Rhone Red Blends from Côtes du Roussillon-Villages / Roussillon / South of France / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9jE7y88Vo4pTp2izjGrZYpgCCClD6vzID_oHfndmDS_M8yKNcdV7WdbRij9o&s
Bodega Rejadorada Reja 2020,Red Wine,13.99,750,0,0,Tempranillo from Toro / Spain,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLzUEikhw7CYyjVnE8KftxkhsFNNQCD7181dBGRDu6gKaRXSg3P4SfBJ0zJQA&s
Bodegas Breca Rose 2021,Pink and Rosé,13.99,750,0,0,Rosé from Calatayud / Spain,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBt3nk5SCiD5AjklsOHL4Vcac_a63zQ6EeEVR8iA5GLkjxcjXPcO0iUAziEQ&s
Bodegas Callia Cabernet Sauvignon 2020,Red Wine,13.99,750,0,0,Cabernet Sauvignon from San Juan / Argentina,13.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4ZOKGGNceqfR3JeljKc8exbqU7sNhntiRFT_CKzlbP0ECPkomdN1gBXxdomA&s
Bodegas Callia Bella 2021,Red Wine,13.99,750,3.2,5,Other Red Blends from San Juan / Argentina,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTToGXYWAL8H0lSnA9IbQYup2pdZVQECgFOrhxr-plgDY-hTL7BKtywepC_dQ&s
Bodegas Castano Hecula 2019,Red Wine,13.99,750,0,0,Mourvedre from Yecla / Spain,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKue9Y60OWHHL_KLGTKhOAOF29n2PHgqvr7gS-RSH3-ijq3CxyiWJH15XqQQ&s
Bodegas Olivares Altos de la Hoya 2020,Red Wine,13.99,750,3.8,5,Mourvedre from Jumilla / Spain,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTM50VZE2K08TISoGRzIuj7I7xjVHiBykszPyLOzfOGe3ZfehpFw_AzmIs_kQ&s
Bodegas Santalba Ermita de San Felices Blanco 2019,White Wine,13.99,750,0,0,Viura from Rioja / Spain,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCdMZZzOd0z_rfAUQN7FGna-v4SvHzZ4z0hdJsucKi_DOQ_vT3eQelequp5Q&s
Bodegas Santalba Ermita de San Felices Rosado 2021,Pink and Rosé,13.99,750,0,0,Rosé from Rioja / Spain,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQ4Blsgde8D7m8P1BkGN8rdd6JIOgCdcYtb1KnXxHXDTuUe4XFKDfZ1Yba0Q&s
Bodegas Valderiz Joven Ribera del Duero 2021,Red Wine,13.99,750,0,0,Tempranillo from Ribera del Duero / Spain,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn7OtubZVkrOPF5rz7cZ0Ht3iAVcAJ0hOLhl2y5eM1ouYFYTP7dy-y7mSJmTg&s
Bodegas Venta La Vega Adaras Lluvia Blanco 2020,White Wine,13.99,750,0,0,Other White Blends from La Mancha / Spain,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjbsKMGd3mkrGVNleyU18tGxeb9YTNmFa2L6i_jUnhu_G9x6r_OWvmTV4FmYg&s
Bodegas Venta La Vega Adaras Aldea 2020,Red Wine,13.99,750,0,0,Other Red Blends from La Mancha / Spain,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQpUacuqtdv6Bzkv_rnRtXZKpmbKzdwT3gFxyWLjLxaxDrk6DrA3kc-pKRAxg&s
Bodini Malbec 2020,Red Wine,13.99,750,0,0,Malbec from Mendoza / Argentina,13.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKqIa6LZw7BZh2hm7hsJ34YTrl-GJy1fQvsKjREmC5BHeRsz0iHfrQzCqOEqU&s
Bouchard Aine & Fils Heritage du Conseiller Pinot Noir 2020,Red Wine,13.99,750,3.4,8,Pinot Noir from Vin de France / France,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSfUsmU7IURJRy5InO8BeXmxq28XkJx_o59H7T6jH4w822UDAkTqr5LskKT0g&s
Brotherhood Dry Riesling 2019,White Wine,13.99,750,0,0,Riesling from New York / Other U.S.,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHodBLzGvdAfnGULwPbWWxvWFo82Rt0Gg6meJSggYuSbAt3AOubadxFcOOcw&s
Burgo Viejo Palacio del Burgo Tinto 2018,Red Wine,13.99,750,0,0,Tempranillo from Rioja / Spain,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8rJgeEo4EQ40Q_cFMHFm4PhIfP71G2PDOewJ-mr9qVb3ZEjHuC2Ih8vN7smM&s
Cafe de Paris Brut Rose,Sparkling & Champagne,13.99,750,0,0,Sparkling Rosé from France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTnOsqii9mEGDrrFVk5Fcrusz28uUpTBM0cBVhiFgAbI4XR-Dn_TWqhuswUNK4&s
Cafe de Paris Brut Brut Blanc de Blancs,Sparkling & Champagne,13.99,750,0,0,Sparkling Rosé from France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyZ3JZ8air4WVPXKiqolTduqFZp82y-quI2yp5uykqMISnhfUac-QyhsmhLoM&s
Calcu Cabernet Sauvignon 2017,Red Wine,13.99,750,0,0,Cabernet Sauvignon from Colchagua Valley / Rapel Valley / Chile,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWkjyMeLqKtn61uUUC-Gq04G-bdb1vjbpeQjk5MbNsVKLsP8b4veA0eDINJg&s
Cambria Julia's Vineyard Pinot Noir (375ML half-bottle) 2018,Red Wine,13.99,375,3.3,8,Pinot Noir from Santa Maria Valley / Central Coast / California,14.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThLSW9eDO21d7TgKaMnmO0zDH3DCMOhrgq3Njy0AuoXkeU3dW6yEoYEQJa2do&s
Candoni Pinot Grigio 2020,White Wine,13.99,750,0,0,Pinot Gris /Grigio from Veneto / Italy,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5474cQYxClK9L6DfoRuy0xoBDG7bjP9HShbpiVMaqRMWnDjIi4KUF-e4uCA&s
Cantina Gabriele Montepulciano d'Abruzzo (OU Kosher) 2016,Red Wine,13.99,750,4.4,53,Montepulciano from Abruzzo / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_UmeI62s6kg2vVycUOJ46VgCMIwbIrzQBBkBl8yh-MOwDTIp03-LSTC8wyys&s
Cantina Gabriele Cabernet Sauvignon (OU Kosher) 2020,Red Wine,13.99,750,4.8,25,Cabernet Sauvignon from Lazio / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPBHTWDWuwviEOClb5uBBnexdDWvU-TtjTqH-1JpQJrn2Lm-sQcCxokY98iXk&s
Cantina Gabriele Merlot (OU Kosher) 2020,Red Wine,13.99,750,5,18,Merlot from Lazio / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpkkVKZVYF95CQoO_0PWVX8ps8YsBhrHVvkWLGbeQzh-C7Pghe4GG50Uajgg&s
Cantina Gabriele Chianti (OU Kosher) 2020,Red Wine,13.99,750,4.9,25,Sangiovese from Chianti / Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXH7XLHFyJFrIUYg6iR3afJFtmjcQA-EG8IpaT0EjXOz2NiyBeXEOSI6grlQ&s
Cantina Santa Maria La Palma Monica di Sardegna 2018,Red Wine,13.99,750,0,0,Other Red Wine from Sardinia / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN_uRdYkGzovw4Xz7CGvbH8P0yZmVmGKgbD2OG5jao0M0_DRxiKjsxt5W4B64&s
Cantina Valle Tritana Verdicchio di Matelica 2021,White Wine,13.99,750,0,0,Verdicchio from Marche / Italy,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1BJhio9Dl8SjbCTNs11GR6eD8C681n6hD0PAVDDnHlL5amRX5sXIOpeqGoOg&s
Cantine Maschio Prosecco Brut,Sparkling & Champagne,13.99,750,3.8,298,Non-Vintage Sparkling Wine from Prosecco / Italy,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuOOyr0hG8i2Ckk7MgyHV2s5MwYKA5KHkBjeMssOf5d71JaszqcT8zmA3TEg&s
Caposaldo Moscato,White Wine,13.99,750,4.7,224,Muscat from Lombardy / Italy,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBlEgh7IOOdV5CRderxN3_4Q7DUIKRMMuU9rxenJCryKPu1XbtkIlDmmMdnaU&s
Carlos Serres Old Vines Tempranillo 2019,Red Wine,13.99,750,4,5,Tempranillo from Rioja / Spain,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSbeZhapFTAb2BPhn7ag_kIYyPeBS8K6tu5WFCpF-oxAa9jUPMkp8tSj8BaJA&s
Casa Santos Lima Confidencial Reserva Red 2018,Red Wine,13.99,750,0,0,Other Red Blends from Portugal,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwXKZWukec5GlRCYcCjUWfrhZh-0fvMvx5YuayAfX7g1L0KSWhTKTszcWH_Q&s
Castellani Chianti Annata 2020,Red Wine,13.99,750,4.8,29,Sangiovese from Chianti / Tuscany / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSddAqCO0qW9KkCQ8PULHwKYvh-F7NGK2Om33xNlmWYQZWznsN-ZZun02pA7g&s
Castello di Bossi Chianti Classico (375ML half-bottle) 2018,Red Wine,13.99,375,3.7,15,Sangiovese from Chianti Classico / Chianti / Tuscany / Italy,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQONqboaGRHdnAwRigGkgz9glss7QNgplBZbgIKoUAGgxG5XqjFOBKJm0S993c&s
Castello Monaci Piluna Primitivo 2020,Red Wine,13.99,750,4.1,7,Primitivo from Puglia / Italy,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT80VQDQoVb8ut93f011LoLxOKZtN0U2MiOVbav27uhV3Yup9na6DqEGRxJ-rI&s
Cave de Pomerols HB Picpoul de Pinet 2021,White Wine,13.99,750,3.8,5,Picpoul from Picpoul de Pinet / Languedoc / South of France / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1R3VZHYy-K2bXZyTHprRcSK1557AI1Zj_ggjU0sz8DMrqolO0lHD5NksL4g&s
Cave de Roquebrun Chemin des Olivettes 2020,Red Wine,13.99,750,4.6,27,Other Red Blends from Languedoc / South of France / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfq-VZb4lAsQWhoeFszCRy1qqOGHYYy9Tw0_LKNQxcyEssgd4IQPqGHko5gA&s
Cellers Can Blau Blau 2019,Red Wine,13.99,750,3.8,8,Other Red Blends from Montsant / Spain,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiYv4CyGdMZaBVTAx6nEpo7DoL1Dch03BDBFoqQytq1vl9oxQ92f5WG1JEGY4&s
Century Cellars Chardonnay 2019,White Wine,13.99,750,2.5,7,Chardonnay from California,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQKSjhO5Ze1GVWvjh0wnAgxX9AUyhs9ohDBmKtGySovh-T6ScfeW0tNpl-kng&s
Charles de Fere Reserve Blanc de Blancs,Sparkling & Champagne,13.99,750,4.1,40,Non-Vintage Sparkling Wine from France,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoSCclwzim3q1n6gmevR-wDS1qoal3aQFSlQ-ouPpQsbJnnIJcnsHhZMQPPg&s
Charles Smith Wines Eve Chardonnay 2019,White Wine,13.99,750,0,0,Chardonnay from Columbia Valley / Washington,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRo_Fu4Uf7duCQisrAbqM3Ye2z7F2zlK5kDNYIsj3AaAODtVei3ecIV_bfEwmI&s
Chateau Bourdieu No.1 2019,Red Wine,13.99,750,4,468,Bordeaux Red Blends from Bordeaux / France,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg9AYhAJy9e7do91b7XQ54vDhaGlNigz3hDHwhfwmohUDG9OH7gvJsVukvtCY&s
Chateau de Lavagnac Rose 2021,Pink and Rosé,13.99,750,0,0,Rosé from Bordeaux / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmetSSuRN0Bk14di7ZXv9oeSSYurmpe6fLKY2hVpt40Wg_6x89z3VTFMAkUso&s
Chateau Saint-Cyrgues Costieres de Nimes Rouge 2019,Red Wine,13.99,750,0,0,Rhone Red Blends from Costieres de Nimes / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7ggSz_CwY0YsTPjpHbk0e6wN_-OWa0hVBUp4FgiRm60NvNmWQ08FhbRC2_Q&s
Chateau Ste. Michelle Columbia Valley Sauvignon Blanc 2021,White Wine,13.99,750,0,0,Sauvignon Blanc from Columbia Valley / Washington,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkshLoR9yi567m3TZgUfE1dJkuY1QppLdxgWuAG5s5QXwPe5WZtVXBizjTL0I&s
Chateau Ste. Michelle Mimi Chardonnay 2018,White Wine,13.99,750,3.9,50,Chardonnay from Horse Heaven Hills / Columbia Valley / Washington,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQR98bgh02P30H1o1qA8GLPKvMVnfJLHDv-q7uGFIEnStYuNcNsJvCbxZPf0Xc&s
Chateau Ste. Michelle Canoe Ridge Estate Vineyard Merlot 2017,Red Wine,13.99,750,3.6,11,Merlot from Columbia Valley / Washington,14.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTgz2eRGsOjNiToDW2Jo17K1BySXEi50t0tq9cBrtSCNtyqMwGnvZTz8hDZA&s
Cigar Box Old Vine Malbec 2021,Red Wine,13.99,750,0,0,Malbec from Mendoza / Argentina,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvItV9dz6iziOlr46iAg_wtgmA-rw5ykt_VF2o1FU87AfxxBAt8c44yUIHmA&s
Cline North Coast Viognier 2021,White Wine,13.99,750,3.9,14,Viognier from North Coast / California,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsjwrfIp_kbcyc2mI2ZEQvfvo4sSaudEEoIPawRfJVnpvlylxDm5h8BQg1HmQ&s
Col de Salici Col di Salice Rose di Salici Brut,Sparkling & Champagne,13.99,750,3.8,31,Sparkling Rosé from Veneto / Italy,11.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBiCsdm-Q91cC5lCCvmMuUWrlo9SkQ-gxemf4dXW2ZufztJQI6zFj6pH2wS3A&s
Columbia Crest H3 Red Blend 2018,Red Wine,13.99,750,3.7,85,Other Red Blends from Horse Heaven Hills / Columbia Valley / Washington,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwN9oolWTk2tgURxuPg5K6-tzcp5WzZto_CALJh6ypRgjslJjbnK2PTcsYHA&s
Columbia Crest H3 Chardonnay 2018,White Wine,13.99,750,0,0,Chardonnay from Horse Heaven Hills / Columbia Valley / Washington,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcvEk43-KtPORIxFiXLlmAlzSMD5ayana6SDbjo43HJrP2Xarc0zE4kILYcBc&s
Columbia Winery Red Blend 2018,Red Wine,13.99,750,0,0,Other Red Blends from Columbia Valley / Washington,14.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbQJLjFGIuwwZgb3PHUB-A7zsPOUwWkz4tbFoFprd_5Gg_s8x5EzTBw-fBgA&s
Cono Sur Organic Pinot Noir 2021,Red Wine,13.99,750,0,0,Pinot Noir from Chile,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToc82iI6ZiwCaiD5YG7nEg1JefoZEdhTnZG0QubrBqTLoEYu-2Oe83EuNKvg&s
Conti di Buscareto Verdicchio dei Castelli di Jesi 2021,White Wine,13.99,750,0,0,Verdicchio from Marche / Italy,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTURx_iJNrWVPEe2NyJ-zhbhcpXWIxjvZ50LWrM8nHgMzR2RNT_YhJ0MooUyw&s
Conti di Buscareto Lacrima di Morro d'Alba 2021,Red Wine,13.99,750,0,0,Other Red Wine from Marche / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtEMUV6lzRfwgOJvVsASuJoiHAC1nSPxJkG1bM354nzod4pJmrNCUsB8nm-AQ&s
Cousino Macul Merlot 2020,Red Wine,13.99,750,0,0,Merlot from Chile,14,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh14_11LftNZ8BevFtWSiqipRirhH4KLrYh8mKfhfW8z6UaMonM0lqZwUJaw&s
Cupcake Vineyards Prosecco Rose 2020,Sparkling & Champagne,13.99,750,0,0,Sparkling Rosé from Prosecco / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQvjIbx7wpnwybI1wAewUXQcuQyi3OsPK0CAOzrIB4CahcawzMdrAuprUPc0M&s
Cusumano Nero d'Avola 2020,Red Wine,13.99,750,3.6,28,Nero d'Avola from Sicily / Italy,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc_uef1V_kF0zo78zDOrrPTS_gxPJUzrOnZ3-kT3DhNoKJJVpxqTvzc4W1Qg&s
DeAngelis Rosso Piceno 2021,Red Wine,13.99,750,0,0,Other Red Blends from Marche / Italy,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQmRFsXVZLVwf74zmvapaY5ADwG4nwI8WEuWVEqZtaOibAOkciknNHRwUJWdk&s
DFJ Vinhos Patamar Red Blend Reserva 2015,Red Wine,13.99,750,0,0,Other Red Blends from Portugal,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxs3XzURHorIYMDNiOJFCYMVahG7tUWKb6Wz48b3OzAGwOnj12HfC9Dryadw&s
Dibon Cava Brut Seleccion,Sparkling & Champagne,13.99,750,3.9,100,Non-Vintage Sparkling Wine from Cava / Spain,11.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfZZyWCPXLJdKBeHRjidMBCdbC1QZFE75JA-nC7kB083gHn4HwPo60v51zqvs&s
Domaine Bousquet Organic Cabernet Sauvignon 2020,Red Wine,13.99,750,3.8,6,Cabernet Sauvignon from Uco Valley / Mendoza / Argentina,14.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQapnr5v-diduddzItg_6bgOA2cvPnjbP5NVzfBlGHqrJ75vNwqyjPoj6FKCio&s
Domaine Bousquet Organic Merlot 2021,Red Wine,13.99,750,0,0,Merlot from Uco Valley / Mendoza / Argentina,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLrhKxjHsf5XyKcSvM5CmDnv83Hyl29g2jNvMX-TN8WVCp45ZpBtVOw6rPGQ&s
Domaine Bousquet Organic Sauvignon Blanc 2022,White Wine,13.99,750,0,0,Sauvignon Blanc from Uco Valley / Mendoza / Argentina,12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRen5qJxvQPXAKaq_3XJOi83_ZymINfx-h2zZF-J-9QPpUv7Qafx6s5dq_-1Cw&s
Domaine Bousquet Organic Chardonnay 2021,White Wine,13.99,750,0,0,Chardonnay from Uco Valley / Mendoza / Argentina,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5IxYvomS5cx73JTKA1XsMWRtIfnn-6QCOj2GMiEL_y1Y8fWlyvf-LYGNYFA&s
Domaine d'Aussieres Red Blend 2018,Red Wine,13.99,750,0,0,Rhone Red Blends from France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRd3Q5SYupE9-8lBH-Rli6Dc7-sXl5q_PetNRB_AB3K9yGtdEWMLIej3nfnas0&s
Domaine du Pere Caboche Cotes du Rhone Reserve 2020,Red Wine,13.99,750,4.2,75,Rhone Red Blends from Cotes du Rhone / Rhone / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdwTGTM4jolMlIAOGiNh2RGvEQ6-ic-Uu-ElynCRglR8holXZ1f37ATTQshg&s
Domaine Montrose Solis Lumen Rose 2021,Pink and Rosé,13.99,750,4.6,31,Rosé from Pays d’Oc / South of France / France,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTq845NZNinaLEgupMZUd7ZpzW3lZKnHP_Wn0bSyckF3Qv69ZudwxcZf6GIiw&s
Domaine Nicolas Croze Cotes du Rhone Les 3 Grains Rouge 2018,Red Wine,13.99,750,0,0,Rhone Red Blends from Cotes du Rhone / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwB1gB_KGUzlwb9bxikfQdCWSzWI38IZW1bofS4bojH-leGCe1Lgb6aiboIhQ&s
Domaine Pelaquie Cotes du Rhone Blanc 2020,White Wine,13.99,750,0,0,Rhone White Blends from Cotes du Rhone / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQALrs7fdZ8ohGK5sy6q6OFzQxokM6RkVEWf6iRolJkld3GPX6FiwVIfX-LcpU&s
Domaine Pelaquie Cotes du Rhone Rouge 2020,Red Wine,13.99,750,0,0,Rhone Red Blends from Cotes du Rhone / Rhone / France,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUhlnMsmAD0UqkZTBi7GausmLq1p-75G0g2XMT4l1FG941PCHZtFGcoPlY-58&s
Domaine Roux Pere & Fils Les Cotilles Chardonnay 2020,White Wine,13.99,750,0,0,Chardonnay from Vin de France / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdhJsw2df5o8pDt3wGRJLckbXrpfKd17XSZXcVdhvfOxRYTD48fxZ5RdZKSBg&s
Domaine Roux Pere & Fils Les Cotilles Pinot Noir 2020,Red Wine,13.99,750,0,0,Pinot Noir from Vin de France / France,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWJezpImVuFV1OSdF6BeWWSnT3oKBLs4Q2Ajql0X_qbtVrLqeh3W6F5H-nBCA&s
Domaine Ste. Michelle Extra Dry,Sparkling & Champagne,13.99,750,3.8,29,Non-Vintage Sparkling Wine from Columbia Valley / Washington,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7GvUOG6Sl_fN1_NwO9p4eVEgwqvbzb5O5Pv4Qvpu77pIUUq35NXCY-6ASyA&s
Domaines Bunan Le Petit Rouviere 2021,Pink and Rosé,13.99,750,4.6,30,Rosé from Provence / South of France / France,12.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ6LBjKOwA55JvndybaV_T3O-YDdeLODXtrusoJutHwPJG4FWT4iQY5gbIDg&s
Dominio de Eguren Codice 2020,Red Wine,13.99,750,0,0,Tempranillo from Spain,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRR9Ubq6Lc34V2ZW8hQPXNXeJI85-Sih06Qh4dUldHQJlVOu_RNO0i2VwxfeHQ&s
Duboeuf Merlot 2017,Red Wine,13.99,750,3.9,10,Merlot from Pays d’Oc / South of France / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSj9kuZPtIkWphGJ6XfYVWxN6qb4qCb8NLnyZH4jCvolJI8f_sRxFdKsbNmlKQ&s
Duboeuf Cabernet Sauvignon 2017,Red Wine,13.99,750,3.9,29,Cabernet Sauvignon from Pays d’Oc / South of France / France,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRA5FloypQniouJwUb0q8yecLoWGCOcXaVfowrKXMHVvddNHvVgwENl8J1Y&s
Echeverria No Es Pituko Natural Wine Rose 2022,Pink and Rosé,13.99,750,0,0,Rosé from Curico Valley / Chile,13,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4AephzSF1Fs5Cxx4ze_vC4blnjqFdAnLbHjHGeEi8N5UKmgmvigYZZLfhBQ&s
Elsa Bianchi Cabernet Sauvignon 2020,Red Wine,13.99,750,0,0,Cabernet Sauvignon from Mendoza / Argentina,14.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHjYiB-3BaF7V8ZDtmgifxoc2pHd7VXQR2N2L7toSq6MtB9xj0kpIg7--b0zg&s
Eppa SupraFruta Organic White Sangria,White Wine,13.99,750,3.9,132,Other White Blends from California,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfMB9mHsg2TVhIq9wkkMX-cAdudV3CvItgndB7Bqi0nJQc7krAeoh9JJ2WjEg&s
Familia Traversa Cabernet Sauvignon 2018,Red Wine,13.99,750,0,0,Cabernet Sauvignon from Uruguay,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDvG8BrUazqi4WGKmk9bTbYrxodl5eevJjeEZz26gpwQOa9tGPaSv-helufg&s
Fat Bastard Chardonnay 2021,White Wine,13.99,750,0,0,Chardonnay from Pays d’Oc / South of France / France,13.16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAdnhEYhK08IUTa8KwNuycNoOSZeu1rkVwd4-ihuEn3l7QBzBOdhAjfLNzpA&s
Fat Bastard Merlot 2020,Red Wine,13.99,750,0,0,Merlot from Pays d’Oc / South of France / France,13.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR81cx0NTT1Rode1GZVz0ZVUNrFC8F3GDSwPbOka7GhKNnE378O0VRN0ywLgnU&s
Finca Abril Alhambra Torrontes 2021,White Wine,13.99,750,0,0,Torrontes from Cafayate Valley / Salta / Argentina,13.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUUqt0_iqNGHLtj6QlYiPV5LLRB4Iq5R4iCiDpdfq9NJkTWzerz9-NtGVJ9Q&s
